Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"FLT","FLEETCOR TECHNOLOGIES INC","Equity","0.10","307.61","666,290.00","204,957,466.90","204,957,466.90","Information Technology","B4R28B3","US3390411052","New York Stock Exchange Inc."
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.10","161.40","1,269,656.00","204,922,478.40","204,922,478.40","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"PH","PARKER-HANNIFIN CORP","Equity","0.10","207.59","985,795.00","204,641,184.05","204,641,184.05","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"TSN","TYSON FOODS INC CLASS A","Equity","0.10","89.95","2,271,682.00","204,337,795.90","204,337,795.90","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"IQV","IQVIA HOLDINGS INC","Equity","0.10","146.53","1,393,064.00","204,125,667.92","204,125,667.92","Health Care","BDR73G1","US46266C1053","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.10","82.05","2,481,256.00","203,587,054.80","203,587,054.80","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Equity","0.10","234.68","867,339.00","203,547,116.52","203,547,116.52","Real Estate","BZ6TS23","US78410G1040","NASDAQ"
"EIX","EDISON INTERNATIONAL","Equity","0.10","74.00","2,736,167.00","202,476,358.00","202,476,358.00","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"LUV","SOUTHWEST AIRLINES","Equity","0.10","54.35","3,721,662.00","202,272,329.70","202,272,329.70","Industrials","2831543","US8447411088","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.10","36.25","5,556,987.00","201,440,778.75","201,440,778.75","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.10","142.20","1,413,628.00","201,017,901.60","201,017,901.60","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.10","48.51","4,126,830.00","200,192,523.30","200,192,523.30","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"A","AGILENT TECHNOLOGIES INC","Equity","0.10","84.45","2,364,615.00","199,691,736.75","199,691,736.75","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.10","201.17","985,175.00","198,187,654.75","198,187,654.75","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"ADM","ARCHER DANIELS MIDLAND","Equity","0.10","45.98","4,278,129.00","196,708,371.42","196,708,371.42","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.09","111.37","1,728,458.00","192,498,367.46","192,498,367.46","Health Care","2036070","US0153511094","NASDAQ"
"SWK","STANLEY BLACK & DECKER INC","Equity","0.09","164.05","1,166,063.00","191,292,635.15","191,292,635.15","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.09","60.02","3,182,147.00","190,992,462.94","190,992,462.94","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.09","103.26","1,828,232.00","188,783,236.32","188,783,236.32","Information Technology","2592174","US5950171042","NASDAQ"
"VRSK","VERISK ANALYTICS INC","Equity","0.09","149.69","1,257,033.00","188,165,269.77","188,165,269.77","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"XLNX","XILINX INC","Equity","0.09","96.38","1,947,187.00","187,669,883.06","187,669,883.06","Information Technology","2985677","US9839191015","NASDAQ"
"APTV","APTIV PLC","Equity","0.09","94.96","1,970,621.00","187,130,170.16","187,130,170.16","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.09","93.65","1,991,955.00","186,546,585.75","186,546,585.75","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.09","62.49","2,978,279.00","186,112,654.71","186,112,654.71","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"PXD","PIONEER NATURAL RESOURCE","Equity","0.09","143.37","1,288,538.00","184,737,693.06","184,737,693.06","Energy","2690830","US7237871071","New York Stock Exchange Inc."
"DLR","DIGITAL REALTY TRUST REIT INC","Equity","0.09","115.49","1,598,259.00","184,582,931.91","184,582,931.91","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"TMUS","T MOBILE US INC","Equity","0.09","75.47","2,436,792.00","183,904,692.24","183,904,692.24","Communication","B94Q9V0","US8725901040","NASDAQ"
"ROK","ROCKWELL AUTOMATION INC","Equity","0.09","204.41","895,750.00","183,100,257.50","183,100,257.50","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"TWTR","TWITTER INC","Equity","0.09","30.97","5,905,665.00","182,898,445.05","182,898,445.05","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"ETR","ENTERGY CORP","Equity","0.09","119.12","1,522,669.00","181,380,331.28","181,380,331.28","Utilities","2317087","US29364G1031","New York Stock Exchange Inc."
"DTE","DTE ENERGY","Equity","0.09","127.48","1,413,169.00","180,150,784.12","180,150,784.12","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"O","REALTY INCOME REIT CORP","Equity","0.09","73.04","2,456,151.00","179,397,269.04","179,397,269.04","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.09","72.67","2,456,360.00","178,503,681.20","178,503,681.20","Health Care","2185284","US1567821046","NASDAQ"
"NTRS","NORTHERN TRUST CORP","Equity","0.09","108.21","1,649,271.00","178,467,614.91","178,467,614.91","Financials","2648668","US6658591044","NASDAQ"
"LVS","LAS VEGAS SANDS CORP","Equity","0.09","68.10","2,605,411.00","177,428,489.10","177,428,489.10","Consumer Discretionary","B02T2J7","US5178341070","New York Stock Exchange Inc."
"MTB","M&T BANK CORP","Equity","0.09","170.03","1,023,448.00","174,016,863.44","174,016,863.44","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"AME","AMETEK INC","Equity","0.09","99.26","1,752,234.00","173,926,746.84","173,926,746.84","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"SYF","SYNCHRONY FINANCIAL","Equity","0.09","37.18","4,673,512.00","173,761,176.16","173,761,176.16","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"FITB","FIFTH THIRD BANCORP","Equity","0.08","30.92","5,593,515.00","172,951,483.80","172,951,483.80","Financials","2336747","US3167731005","NASDAQ"
"FTV","FORTIVE CORP","Equity","0.08","76.16","2,269,526.00","172,847,100.16","172,847,100.16","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.08","28.31","6,097,252.00","172,613,204.12","172,613,204.12","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"RMD","RESMED INC","Equity","0.08","156.00","1,104,200.00","172,255,200.00","172,255,200.00","Health Care","2732903","US7611521078","New York Stock Exchange Inc."
"GLW","CORNING INC","Equity","0.08","28.62","5,993,055.00","171,521,234.10","171,521,234.10","Information Technology","2224701","US2193501051","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.08","94.22","1,812,858.00","170,807,480.76","170,807,480.76","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"MSCI","MSCI INC","Equity","0.08","261.19","650,112.00","169,802,753.28","169,802,753.28","Financials","B2972D2","US55354G1004","New York Stock Exchange Inc."
"WY","WEYERHAEUSER REIT","Equity","0.08","29.65","5,703,766.00","169,116,661.90","169,116,661.90","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.08","61.06","2,769,713.00","169,118,675.78","169,118,675.78","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"AMP","AMERIPRISE FINANCE INC","Equity","0.08","167.44","1,009,227.00","168,984,968.88","168,984,968.88","Financials","B0J7D57","US03076C1062","New York Stock Exchange Inc."
"IDXX","IDEXX LABORATORIES INC","Equity","0.08","255.47","659,506.00","168,483,997.82","168,483,997.82","Health Care","2459202","US45168D1046","NASDAQ"
"AWK","AMERICAN WATER WORKS INC","Equity","0.08","120.90","1,392,633.00","168,369,329.70","168,369,329.70","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"HSY","HERSHEY FOODS","Equity","0.08","146.78","1,139,968.00","167,324,503.04","167,324,503.04","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"RCL","ROYAL CARIBBEAN CRUISES LTD","Equity","0.08","126.20","1,324,451.00","167,145,716.20","167,145,716.20","Consumer Discretionary","2754907","LR0008862868","New York Stock Exchange Inc."
"ANSS","ANSYS INC","Equity","0.08","257.94","645,643.00","166,537,155.42","166,537,155.42","Information Technology","2045623","US03662Q1058","NASDAQ"
"VIAC","VIACOMCBS INC CLASS B","Equity","0.08","39.75","4,168,502.00","165,697,954.50","165,697,954.50","Communication","BKTNTR9","US92556H2067","NASDAQ"
"CTAS","CINTAS CORP","Equity","0.08","260.73","635,216.00","165,619,867.68","165,619,867.68","Industrials","2197137","US1729081059","NASDAQ"
"FAST","FASTENAL","Equity","0.08","37.41","4,420,510.00","165,371,279.10","165,371,279.10","Industrials","2332262","US3119001044","NASDAQ"
"HAL","HALLIBURTON","Equity","0.08","24.35","6,737,464.00","164,057,248.40","164,057,248.40","Energy","2405302","US4062161017","New York Stock Exchange Inc."
"BLL","BALL CORP","Equity","0.08","63.97","2,561,399.00","163,852,694.03","163,852,694.03","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.08","16.08","10,068,226.00","161,897,074.08","161,897,074.08","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"CMG","CHIPOTLE MEXICAN GRILL INC","Equity","0.08","822.79","194,973.00","160,421,834.67","160,421,834.67","Consumer Discretionary","B0X7DZ3","US1696561059","New York Stock Exchange Inc."
"VTR","VENTAS REIT INC","Equity","0.08","56.27","2,849,026.00","160,314,693.02","160,314,693.02","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"CTVA","CORTEVA INC","Equity","0.08","27.55","5,773,175.00","159,050,971.25","159,050,971.25","Materials","BK73B42","US22052L1044","New York Stock Exchange Inc."
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.08","167.62","945,244.00","158,441,799.28","158,441,799.28","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"SNPS","SYNOPSYS INC","Equity","0.08","136.60","1,150,233.00","157,121,827.80","157,121,827.80","Information Technology","2867719","US8716071076","NASDAQ"
"CDW","CDW CORP","Equity","0.08","140.69","1,107,203.00","155,772,390.07","155,772,390.07","Information Technology","BBM5MD6","US12514G1085","NASDAQ"
"KEY","KEYCORP","Equity","0.08","20.11","7,675,294.00","154,350,162.34","154,350,162.34","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.08","192.66","799,118.00","153,958,073.88","153,958,073.88","Information Technology","2142922","US92343E1029","NASDAQ"
"CBRE","CBRE GROUP INC CLASS A","Equity","0.08","59.22","2,593,224.00","153,570,725.28","153,570,725.28","Real Estate","B6WVMH3","US12504L1098","New York Stock Exchange Inc."
"BBY","BEST BUY INC","Equity","0.08","85.79","1,786,805.00","153,290,000.95","153,290,000.95","Consumer Discretionary","2094670","US0865161014","New York Stock Exchange Inc."
"KHC","KRAFT HEINZ","Equity","0.07","31.74","4,796,314.00","152,235,006.36","152,235,006.36","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Equity","0.07","105.17","1,445,966.00","152,072,244.22","152,072,244.22","Information Technology","BQZJ0Q9","US49338L1035","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.07","270.01","560,343.00","151,298,213.43","151,298,213.43","Health Care","2679204","US0162551016","NASDAQ"
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.07","300.99","502,247.00","151,171,324.53","151,171,324.53","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"UAL","UNITED AIRLINES HOLDINGS INC","Equity","0.07","88.63","1,696,004.00","150,316,834.52","150,316,834.52","Industrials","B4QG225","US9100471096","NASDAQ"
"FRC","FIRST REPUBLIC BANK","Equity","0.07","115.93","1,296,129.00","150,260,234.97","150,260,234.97","Financials","B4WHY15","US33616C1009","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.07","135.65","1,098,295.00","148,983,716.75","148,983,716.75","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.07","113.16","1,316,207.00","148,941,984.12","148,941,984.12","Information Technology","2961053","US83088M1027","NASDAQ"
"CDNS","CADENCE DESIGN SYSTEMS INC","Equity","0.07","69.06","2,156,213.00","148,908,069.78","148,908,069.78","Information Technology","2302232","US1273871087","NASDAQ"
"MTD","METTLER TOLEDO INC","Equity","0.07","781.27","188,328.00","147,135,016.56","147,135,016.56","Health Care","2126249","US5926881054","New York Stock Exchange Inc."
"CLX","CLOROX","Equity","0.07","151.59","964,191.00","146,161,713.69","146,161,713.69","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"RSG","REPUBLIC SERVICES INC","Equity","0.07","89.29","1,632,193.00","145,738,512.97","145,738,512.97","Industrials","2262530","US7607591002","New York Stock Exchange Inc."
"VMC","VULCAN MATERIALS","Equity","0.07","142.35","1,019,837.00","145,173,796.95","145,173,796.95","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"CCL","CARNIVAL CORP","Equity","0.07","46.99","3,084,982.00","144,963,304.18","144,963,304.18","Consumer Discretionary","2523044","PA1436583006","New York Stock Exchange Inc."
"FCX","FREEPORT MCMORAN INC","Equity","0.07","12.95","11,184,628.00","144,840,932.60","144,840,932.60","Materials","2352118","US35671D8570","New York Stock Exchange Inc."
"AEE","AMEREN CORP","Equity","0.07","75.76","1,894,408.00","143,520,350.08","143,520,350.08","Utilities","2050832","US0236081024","New York Stock Exchange Inc."
"DHI","D R HORTON INC","Equity","0.07","54.70","2,568,395.00","140,491,206.50","140,491,206.50","Consumer Discretionary","2250687","US23331A1097","New York Stock Exchange Inc."
"IP","INTERNATIONAL PAPER","Equity","0.07","46.20","3,011,430.00","139,128,066.00","139,128,066.00","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.07","40.29","3,445,219.00","138,807,873.51","138,807,873.51","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"CPRT","COPART INC","Equity","0.07","90.19","1,538,548.00","138,761,644.12","138,761,644.12","Industrials","2208073","US2172041061","NASDAQ"
"OMC","OMNICOM GROUP INC","Equity","0.07","81.77","1,666,539.00","136,272,894.03","136,272,894.03","Communication","2279303","US6819191064","New York Stock Exchange Inc."
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Equity","0.07","156.37","866,987.00","135,570,757.19","135,570,757.19","Real Estate","2009210","US0152711091","New York Stock Exchange Inc."
"CMS","CMS ENERGY CORP","Equity","0.07","61.87","2,187,616.00","135,347,801.92","135,347,801.92","Utilities","2219224","US1258961002","New York Stock Exchange Inc."
"AJG","ARTHUR J GALLAGHER","Equity","0.07","95.02","1,419,713.00","134,901,129.26","134,901,129.26","Financials","2359506","US3635761097","New York Stock Exchange Inc."
"AMCR","AMCOR PLC","Equity","0.07","10.76","12,485,971.00","134,349,047.96","134,349,047.96","Materials","BJ1F307","JE00BJ1F3079","New York Stock Exchange Inc."
"MGM","MGM RESORTS INTERNATIONAL","Equity","0.06","32.95","4,016,710.00","132,350,594.50","132,350,594.50","Consumer Discretionary","2547419","US5529531015","New York Stock Exchange Inc."
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.06","274.59","481,413.00","132,191,195.67","132,191,195.67","Materials","2572079","US5732841060","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.06","17.24","7,642,900.00","131,763,596.00","131,763,596.00","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"NUE","NUCOR CORP","Equity","0.06","56.49","2,320,006.00","131,057,138.94","131,057,138.94","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"CHD","CHURCH AND DWIGHT INC","Equity","0.06","68.92","1,899,177.00","130,891,278.84","130,891,278.84","Consumer Staples","2195841","US1713401024","New York Stock Exchange Inc."
"TFX","TELEFLEX INC","Equity","0.06","364.29","356,435.00","129,845,706.15","129,845,706.15","Health Care","2881407","US8793691069","New York Stock Exchange Inc."
"HES","HESS CORP","Equity","0.06","64.60","1,994,887.00","128,869,700.20","128,869,700.20","Energy","2023748","US42809H1077","New York Stock Exchange Inc."
"EFX","EQUIFAX INC","Equity","0.06","138.25","931,899.00","128,835,036.75","128,835,036.75","Industrials","2319146","US2944291051","New York Stock Exchange Inc."
"INCY","INCYTE CORP","Equity","0.06","92.66","1,376,162.00","127,515,170.92","127,515,170.92","Health Care","2471950","US45337C1027","NASDAQ"
"WDC","WESTERN DIGITAL CORP","Equity","0.06","56.50","2,254,786.00","127,395,409.00","127,395,409.00","Information Technology","2954699","US9581021055","NASDAQ"
"LEN","LENNAR A CORP","Equity","0.06","58.11","2,187,538.00","127,117,833.18","127,117,833.18","Consumer Discretionary","2511920","US5260571048","New York Stock Exchange Inc."
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Equity","0.06","60.47","2,090,092.00","126,387,863.24","126,387,863.24","Information Technology","2573760","US57772K1016","NASDAQ"
"DOV","DOVER CORP","Equity","0.06","113.13","1,113,803.00","126,004,533.39","126,004,533.39","Industrials","2278407","US2600031080","New York Stock Exchange Inc."
"K","KELLOGG","Equity","0.06","66.28","1,899,778.00","125,917,285.84","125,917,285.84","Consumer Staples","2486813","US4878361082","New York Stock Exchange Inc."
"LH","LABORATORY CORPORATION OF AMERICA","Equity","0.06","167.31","751,935.00","125,806,244.85","125,806,244.85","Health Care","2586122","US50540R4092","New York Stock Exchange Inc."
"CXO","CONCHO RESOURCES INC","Equity","0.06","80.73","1,550,003.00","125,131,742.19","125,131,742.19","Energy","B1YWRK7","US20605P1012","New York Stock Exchange Inc."
"KMX","CARMAX INC","Equity","0.06","98.00","1,270,699.00","124,528,502.00","124,528,502.00","Consumer Discretionary","2983563","US1431301027","New York Stock Exchange Inc."
"WCG","WELLCARE HEALTHCARE PLANS INC","Equity","0.06","320.71","387,740.00","124,352,095.40","124,352,095.40","Health Care","B01R258","US94946T1060","New York Stock Exchange Inc."
"CAH","CARDINAL HEALTH INC","Equity","0.06","53.70","2,298,313.00","123,419,408.10","123,419,408.10","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"PEAK","HEALTHPEAK PROPERTIES INC","Equity","0.06","32.43","3,786,203.00","122,786,563.29","122,786,563.29","Real Estate","BJBLRK3","US42250P1030","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.06","15.34","7,984,253.00","122,478,441.02","122,478,441.02","Financials","2445966","US4461501045","NASDAQ"
"CINF","CINCINNATI FINANCIAL CORP","Equity","0.06","105.70","1,157,552.00","122,353,246.40","122,353,246.40","Financials","2196888","US1720621010","NASDAQ"
"EXPE","EXPEDIA GROUP INC","Equity","0.06","114.23","1,065,170.00","121,674,369.10","121,674,369.10","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"COO","COOPER INC","Equity","0.06","318.97","379,142.00","120,934,923.74","120,934,923.74","Health Care","2222631","US2166484020","New York Stock Exchange Inc."
"WAT","WATER CORP","Equity","0.06","234.02","514,150.00","120,321,383.00","120,321,383.00","Health Care","2937689","US9418481035","New York Stock Exchange Inc."
"BKR","BAKER HUGHES COMPANY","Equity","0.06","23.95","4,959,712.00","118,785,102.40","118,785,102.40","Energy","BDHLTQ5","US05722G1004","New York Stock Exchange Inc."
"KSU","KANSAS CITY SOUTHERN","Equity","0.06","152.99","775,501.00","118,643,897.99","118,643,897.99","Industrials","2607647","US4851703029","New York Stock Exchange Inc."
"GPC","GENUINE PARTS","Equity","0.06","105.35","1,124,189.00","118,433,311.15","118,433,311.15","Consumer Discretionary","2367480","US3724601055","New York Stock Exchange Inc."
"CE","CELANESE CORP","Equity","0.06","123.68","954,223.00","118,018,300.64","118,018,300.64","Materials","B05MZT4","US1508701034","New York Stock Exchange Inc."
"FTNT","FORTINET INC","Equity","0.06","107.24","1,090,713.00","116,968,062.12","116,968,062.12","Information Technology","B5B2106","US34959E1091","NASDAQ"
"NTAP","NETAPP INC","Equity","0.06","63.54","1,830,815.00","116,329,985.10","116,329,985.10","Information Technology","2630643","US64110D1046","NASDAQ"
"GWW","WW GRAINGER INC","Equity","0.06","337.22","342,049.00","115,345,763.78","115,345,763.78","Industrials","2380863","US3848021040","New York Stock Exchange Inc."
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.06","130.54","879,048.00","114,750,925.92","114,750,925.92","Real Estate","2589132","US59522J1034","New York Stock Exchange Inc."
"EVRG","EVERGY INC","Equity","0.06","63.20","1,813,813.00","114,632,981.60","114,632,981.60","Utilities","BFMXGR0","US30034W1062","New York Stock Exchange Inc."
"NLOK","NORTONLIFELOCK INC","Equity","0.06","25.97","4,372,756.00","113,560,473.32","113,560,473.32","Information Technology","BJN4XN5","US6687711084","NASDAQ"
"ULTA","ULTA BEAUTY INC","Equity","0.06","249.10","452,890.00","112,814,899.00","112,814,899.00","Consumer Discretionary","B28TS42","US90384S3031","NASDAQ"
"TIF","TIFFANY","Equity","0.05","133.60","835,225.00","111,586,060.00","111,586,060.00","Consumer Discretionary","2892090","US8865471085","New York Stock Exchange Inc."
"FANG","DIAMONDBACK ENERGY INC","Equity","0.05","87.69","1,262,915.00","110,745,016.35","110,745,016.35","Energy","B7Y8YR3","US25278X1090","NASDAQ"
"HOLX","HOLOGIC INC","Equity","0.05","53.56","2,060,550.00","110,363,058.00","110,363,058.00","Health Care","2433530","US4364401012","NASDAQ"
"IT","GARTNER INC","Equity","0.05","157.94","697,776.00","110,206,741.44","110,206,741.44","Information Technology","2372763","US3666511072","New York Stock Exchange Inc."
"DGX","QUEST DIAGNOSTICS INC","Equity","0.05","106.18","1,036,360.00","110,040,704.80","110,040,704.80","Health Care","2702791","US74834L1008","New York Stock Exchange Inc."
"DRI","DARDEN RESTAURANTS INC","Equity","0.05","116.02","937,631.00","108,783,948.62","108,783,948.62","Consumer Discretionary","2289874","US2371941053","New York Stock Exchange Inc."
"GRMN","GARMIN LTD","Equity","0.05","97.79","1,111,669.00","108,710,111.51","108,710,111.51","Consumer Discretionary","B3Z5T14","CH0114405324","NASDAQ"
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.05","374.69","289,287.00","108,392,946.03","108,392,946.03","Financials","B03Q9D0","US57060D1081","NASDAQ"
"STX","SEAGATE TECHNOLOGY PLC","Equity","0.05","59.06","1,833,451.00","108,283,616.06","108,283,616.06","Information Technology","B58JVZ5","IE00B58JVZ52","NASDAQ"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.05","54.38","1,977,158.00","107,517,852.04","107,517,852.04","Financials","2803014","US74251V1026","NASDAQ"
"AKAM","AKAMAI TECHNOLOGIES INC","Equity","0.05","85.50","1,257,357.00","107,504,023.50","107,504,023.50","Information Technology","2507457","US00971T1016","NASDAQ"
"XYL","XYLEM INC","Equity","0.05","77.28","1,387,929.00","107,259,153.12","107,259,153.12","Industrials","B3P2CN8","US98419M1009","New York Stock Exchange Inc."
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Equity","0.05","122.71","870,112.00","106,771,443.52","106,771,443.52","Communication","2122117","US8740541094","NASDAQ"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Equity","0.05","120.88","883,065.00","106,744,897.20","106,744,897.20","Information Technology","B1VP7R6","US11133T1034","New York Stock Exchange Inc."
"CAG","CONAGRA BRANDS INC","Equity","0.05","28.80","3,701,283.00","106,596,950.40","106,596,950.40","Consumer Staples","2215460","US2058871029","New York Stock Exchange Inc."
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.05","74.76","1,410,821.00","105,472,977.96","105,472,977.96","Industrials","2955733","US9297401088","New York Stock Exchange Inc."
"MAS","MASCO CORP","Equity","0.05","47.10","2,223,945.00","104,747,809.50","104,747,809.50","Industrials","2570200","US5745991068","New York Stock Exchange Inc."
"CTXS","CITRIX SYSTEMS INC","Equity","0.05","111.70","935,977.00","104,548,630.90","104,548,630.90","Information Technology","2182553","US1773761002","NASDAQ"
"UDR","UDR REIT INC","Equity","0.05","46.32","2,254,742.00","104,439,649.44","104,439,649.44","Real Estate","2727910","US9026531049","New York Stock Exchange Inc."
"QRVO","QUORVO INC","Equity","0.05","115.00","898,276.00","103,301,740.00","103,301,740.00","Information Technology","BR9YYP4","US74736K1016","NASDAQ"
"CTL","CENTURYLINK INC","Equity","0.05","13.58","7,603,544.00","103,256,127.52","103,256,127.52","Communication","2185046","US1567001060","New York Stock Exchange Inc."
"L","LOEWS CORP","Equity","0.05","51.07","2,014,173.00","102,863,815.11","102,863,815.11","Financials","2523022","US5404241086","New York Stock Exchange Inc."
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.05","103.24","995,438.00","102,769,019.12","102,769,019.12","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"CNP","CENTERPOINT ENERGY INC","Equity","0.05","26.35","3,885,313.00","102,377,997.55","102,377,997.55","Utilities","2440637","US15189T1079","New York Stock Exchange Inc."
"NVR","NVR INC","Equity","0.05","3,860.00","26,459.00","102,131,740.00","102,131,740.00","Consumer Discretionary","2637785","US62944T1051","New York Stock Exchange Inc."
"HST","HOST HOTELS & RESORTS REIT INC","Equity","0.05","18.27","5,557,916.00","101,543,125.32","101,543,125.32","Real Estate","2567503","US44107P1049","New York Stock Exchange Inc."
"ABC","AMERISOURCEBERGEN CORP","Equity","0.05","85.96","1,174,278.00","100,940,936.88","100,940,936.88","Health Care","2795393","US03073E1055","New York Stock Exchange Inc."
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.05","76.26","1,321,656.00","100,789,486.56","100,789,486.56","Industrials","2325507","US3021301094","NASDAQ"
"VAR","VARIAN MEDICAL SYSTEMS INC","Equity","0.05","143.26","699,704.00","100,239,595.04","100,239,595.04","Health Care","2927516","US92220P1057","New York Stock Exchange Inc."
"FOXA","FOX CORP CLASS A","Equity","0.05","36.81","2,722,350.00","100,209,703.50","100,209,703.50","Communication","BJJMGL2","US35137L1052","NASDAQ"
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.05","117.09","848,839.00","99,390,558.51","99,390,558.51","Financials","B5834C5","US12503M1080","Cboe BZX formerly known as BATS"
"ATO","ATMOS ENERGY CORP","Equity","0.05","108.43","915,607.00","99,279,267.01","99,279,267.01","Utilities","2315359","US0495601058","New York Stock Exchange Inc."
"HAS","HASBRO INC","Equity","0.05","102.26","970,789.00","99,272,883.14","99,272,883.14","Consumer Discretionary","2414580","US4180561072","NASDAQ"
"FMC","FMC CORP","Equity","0.05","99.52","997,051.00","99,226,515.52","99,226,515.52","Materials","2328603","US3024913036","New York Stock Exchange Inc."
"SIVB","SVB FINANCIAL GROUP","Equity","0.05","251.22","394,816.00","99,185,675.52","99,185,675.52","Financials","2808053","US78486Q1013","NASDAQ"
