Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"AES","AES CORP","Equity","0.05","19.37","5,117,380.00","99,123,650.60","99,123,650.60","Utilities","2002479","US00130H1059","New York Stock Exchange Inc."
"XRAY","DENTSPLY SIRONA INC","Equity","0.05","57.52","1,723,383.00","99,128,990.16","99,128,990.16","Health Care","BYNPPC6","US24906P1093","NASDAQ"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Equity","0.05","120.00","821,707.00","98,604,840.00","98,604,840.00","Materials","2464165","US4595061015","New York Stock Exchange Inc."
"WYNN","WYNN RESORTS LTD","Equity","0.05","130.94","743,966.00","97,414,908.04","97,414,908.04","Consumer Discretionary","2963811","US9831341071","NASDAQ"
"IEX","IDEX CORP","Equity","0.05","167.20","581,897.00","97,293,178.40","97,293,178.40","Industrials","2456612","US45167R1041","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.05","53.48","1,818,818.00","97,270,386.64","97,270,386.64","Utilities","2973821","US0188021085","NASDAQ"
"URI","UNITED RENTALS INC","Equity","0.05","165.16","587,875.00","97,093,435.00","97,093,435.00","Industrials","2134781","US9113631090","New York Stock Exchange Inc."
"DRE","DUKE REALTY REIT CORP","Equity","0.05","34.44","2,799,483.00","96,414,194.52","96,414,194.52","Real Estate","2284084","US2644115055","New York Stock Exchange Inc."
"LDOS","LEIDOS HOLDINGS INC","Equity","0.05","91.64","1,039,468.00","95,256,847.52","95,256,847.52","Information Technology","BDV82B8","US5253271028","New York Stock Exchange Inc."
"HRL","HORMEL FOODS CORP","Equity","0.05","44.87","2,110,233.00","94,686,154.71","94,686,154.71","Consumer Staples","2437264","US4404521001","New York Stock Exchange Inc."
"ARNC","ARCONIC INC","Equity","0.05","31.80","2,976,549.00","94,654,258.20","94,654,258.20","Industrials","BD3D9G5","US03965L1008","New York Stock Exchange Inc."
"LW","LAMB WESTON HOLDINGS INC","Equity","0.05","83.97","1,118,839.00","93,948,910.83","93,948,910.83","Consumer Staples","BDQZFJ3","US5132721045","New York Stock Exchange Inc."
"NDAQ","NASDAQ INC","Equity","0.05","105.20","892,134.00","93,852,496.80","93,852,496.80","Financials","2965107","US6311031081","NASDAQ"
"LNC","LINCOLN NATIONAL CORP","Equity","0.05","60.42","1,543,324.00","93,247,636.08","93,247,636.08","Financials","2516378","US5341871094","New York Stock Exchange Inc."
"J","JACOBS ENGINEERING GROUP INC","Equity","0.05","89.27","1,042,811.00","93,091,737.97","93,091,737.97","Industrials","2469052","US4698141078","New York Stock Exchange Inc."
"ODFL","OLD DOMINION FREIGHT LINE INC","Equity","0.04","186.01","492,993.00","91,701,627.93","91,701,627.93","Industrials","2656423","US6795801009","NASDAQ"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.04","64.24","1,409,757.00","90,562,789.68","90,562,789.68","Consumer Staples","2146838","US1156372096","New York Stock Exchange Inc."
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Equity","0.04","55.22","1,637,891.00","90,444,341.02","90,444,341.02","Consumer Discretionary","B9CGTC3","BMG667211046","New York Stock Exchange Inc."
"SJM","JM SMUCKER","Equity","0.04","102.64","873,356.00","89,641,259.84","89,641,259.84","Consumer Staples","2951452","US8326964058","New York Stock Exchange Inc."
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.04","141.67","629,079.00","89,121,621.93","89,121,621.93","Health Care","2923785","US9139031002","New York Stock Exchange Inc."
"WU","WESTERN UNION","Equity","0.04","27.13","3,239,126.00","87,877,488.38","87,877,488.38","Information Technology","B1F76F9","US9598021098","New York Stock Exchange Inc."
"ALLE","ALLEGION PLC","Equity","0.04","121.66","715,213.00","87,012,813.58","87,012,813.58","Industrials","BFRT3W7","IE00BFRT3W74","New York Stock Exchange Inc."
"RE","EVEREST RE GROUP LTD","Equity","0.04","276.37","314,179.00","86,829,650.23","86,829,650.23","Financials","2556868","BMG3223R1088","New York Stock Exchange Inc."
"TSCO","TRACTOR SUPPLY","Equity","0.04","93.72","923,498.00","86,550,232.56","86,550,232.56","Consumer Discretionary","2900335","US8923561067","NASDAQ"
"RJF","RAYMOND JAMES INC","Equity","0.04","91.05","949,452.00","86,447,604.60","86,447,604.60","Financials","2718992","US7547301090","New York Stock Exchange Inc."
"JKHY","JACK HENRY ANS ASSOCIATES INC","Equity","0.04","146.38","585,124.00","85,650,451.12","85,650,451.12","Information Technology","2469193","US4262811015","NASDAQ"
"LKQ","LKQ CORP","Equity","0.04","35.94","2,376,192.00","85,400,340.48","85,400,340.48","Consumer Discretionary","2971029","US5018892084","NASDAQ"
"AAP","ADVANCE AUTO PARTS INC","Equity","0.04","153.50","552,131.00","84,752,108.50","84,752,108.50","Consumer Discretionary","2822019","US00751Y1064","New York Stock Exchange Inc."
"AVY","AVERY DENNISON CORP","Equity","0.04","130.81","647,420.00","84,689,010.20","84,689,010.20","Materials","2066408","US0536111091","New York Stock Exchange Inc."
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.04","27.92","3,019,876.00","84,314,937.92","84,314,937.92","Industrials","BCV7KT2","US02376R1023","NASDAQ"
"ANET","ARISTA NETWORKS INC","Equity","0.04","198.64","421,487.00","83,724,177.68","83,724,177.68","Information Technology","BN33VM5","US0404131064","New York Stock Exchange Inc."
"EMN","EASTMAN CHEMICAL","Equity","0.04","78.92","1,053,311.00","83,127,304.12","83,127,304.12","Materials","2298386","US2774321002","New York Stock Exchange Inc."
"NBL","NOBLE ENERGY INC","Equity","0.04","22.76","3,642,493.00","82,903,140.68","82,903,140.68","Energy","2640761","US6550441058","New York Stock Exchange Inc."
"CMA","COMERICA INC","Equity","0.04","71.85","1,150,837.00","82,687,638.45","82,687,638.45","Financials","2212870","US2003401070","New York Stock Exchange Inc."
"GL","GLOBE LIFE INC","Equity","0.04","106.14","769,517.00","81,676,534.38","81,676,534.38","Financials","BK6YKG1","US37959E1029","New York Stock Exchange Inc."
"PKI","PERKINELMER INC","Equity","0.04","95.67","844,074.00","80,752,559.58","80,752,559.58","Health Care","2305844","US7140461093","New York Stock Exchange Inc."
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.04","252.31","319,185.00","80,533,567.35","80,533,567.35","Industrials","B40SSC9","US4464131063","New York Stock Exchange Inc."
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.04","77.05","1,043,702.00","80,417,239.10","80,417,239.10","Industrials","2116228","US12541W2098","NASDAQ"
"DISCK","DISCOVERY INC SERIES C","Equity","0.04","30.09","2,672,249.00","80,394,611.17","80,394,611.17","Communication","B3D7KG4","US25470F3029","NASDAQ"
"WRK","WESTROCK","Equity","0.04","40.90","1,964,032.00","80,328,908.80","80,328,908.80","Materials","BYR0914","US96145D1054","New York Stock Exchange Inc."
"MRO","MARATHON OIL CORP","Equity","0.04","13.13","6,113,515.00","80,270,451.95","80,270,451.95","Energy","2910970","US5658491064","New York Stock Exchange Inc."
"ETFC","E TRADE FINANCIAL CORP","Equity","0.04","45.70","1,748,389.00","79,901,377.30","79,901,377.30","Financials","2299011","US2692464017","NASDAQ"
"REG","REGENCY CENTERS REIT CORP","Equity","0.04","61.78","1,291,649.00","79,798,075.22","79,798,075.22","Real Estate","2726177","US7588491032","NASDAQ"
"PKG","PACKAGING CORP OF AMERICA","Equity","0.04","110.01","723,753.00","79,620,067.53","79,620,067.53","Materials","2504566","US6951561090","New York Stock Exchange Inc."
"VNO","VORNADO REALTY TRUST REIT","Equity","0.04","65.39","1,216,232.00","79,529,410.48","79,529,410.48","Real Estate","2933632","US9290421091","New York Stock Exchange Inc."
"HSIC","HENRY SCHEIN INC","Equity","0.04","68.69","1,147,781.00","78,841,076.89","78,841,076.89","Health Care","2416962","US8064071025","NASDAQ"
"PHM","PULTEGROUP INC","Equity","0.04","40.02","1,964,385.00","78,614,687.70","78,614,687.70","Consumer Discretionary","2708841","US7458671010","New York Stock Exchange Inc."
"CF","CF INDUSTRIES HOLDINGS INC","Equity","0.04","46.88","1,671,775.00","78,372,812.00","78,372,812.00","Materials","B0G4K50","US1252691001","New York Stock Exchange Inc."
"NRG","NRG ENERGY INC","Equity","0.04","40.12","1,947,786.00","78,145,174.32","78,145,174.32","Utilities","2212922","US6293775085","New York Stock Exchange Inc."
"TXT","TEXTRON INC","Equity","0.04","44.08","1,771,452.00","78,085,604.16","78,085,604.16","Industrials","2885937","US8832031012","New York Stock Exchange Inc."
"NI","NISOURCE INC","Equity","0.04","27.17","2,868,599.00","77,939,834.83","77,939,834.83","Utilities","2645409","US65473P1057","New York Stock Exchange Inc."
"WRB","WR BERKLEY CORP","Equity","0.04","69.27","1,116,370.00","77,330,949.90","77,330,949.90","Financials","2093644","US0844231029","New York Stock Exchange Inc."
"PNW","PINNACLE WEST CORP","Equity","0.04","87.60","868,454.00","76,076,570.40","76,076,570.40","Utilities","2048804","US7234841010","New York Stock Exchange Inc."
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.04","114.49","653,033.00","74,765,748.17","74,765,748.17","Industrials","2445416","US4456581077","NASDAQ"
"TAP","MOLSON COORS BREWING CLASS B","Equity","0.04","51.98","1,436,870.00","74,688,502.60","74,688,502.60","Consumer Staples","B067BM3","US60871R2094","New York Stock Exchange Inc."
"MYL","MYLAN NV","Equity","0.04","19.03","3,919,796.00","74,593,717.88","74,593,717.88","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"DVN","DEVON ENERGY CORP","Equity","0.04","23.85","3,124,193.00","74,512,003.05","74,512,003.05","Energy","2480677","US25179M1036","New York Stock Exchange Inc."
"DXC","DXC TECHNOLOGY","Equity","0.04","37.02","2,008,401.00","74,351,005.02","74,351,005.02","Information Technology","BYXD7B3","US23355L1061","New York Stock Exchange Inc."
"WHR","WHIRLPOOL CORP","Equity","0.04","149.10","485,282.00","72,355,546.20","72,355,546.20","Consumer Discretionary","2960384","US9633201069","New York Stock Exchange Inc."
"SNA","SNAP ON INC","Equity","0.04","171.14","421,970.00","72,215,945.80","72,215,945.80","Industrials","2818740","US8330341012","New York Stock Exchange Inc."
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.03","65.46","1,076,228.00","70,449,884.88","70,449,884.88","Industrials","B3MC7D6","US34964C1062","New York Stock Exchange Inc."
"NOV","NATIONAL OILWELL VARCO INC","Equity","0.03","23.85","2,950,344.00","70,365,704.40","70,365,704.40","Energy","2624486","US6370711011","New York Stock Exchange Inc."
"BWA","BORGWARNER INC","Equity","0.03","44.14","1,592,108.00","70,275,647.12","70,275,647.12","Consumer Discretionary","2111955","US0997241064","New York Stock Exchange Inc."
"ZION","ZIONS BANCORPORATION","Equity","0.03","51.19","1,356,225.00","69,425,157.75","69,425,157.75","Financials","2989828","US9897011071","NASDAQ"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.03","128.45","539,790.00","69,336,025.50","69,336,025.50","Real Estate","2333931","US3137472060","New York Stock Exchange Inc."
"IRM","IRON MOUNTAIN INC","Equity","0.03","31.80","2,177,497.00","69,244,404.60","69,244,404.60","Real Estate","BVFTF03","US46284V1017","New York Stock Exchange Inc."
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Equity","0.03","22.89","2,994,252.00","68,538,428.28","68,538,428.28","Communication","2466321","US4606901001","New York Stock Exchange Inc."
"DISH","DISH NETWORK CORP CLASS A","Equity","0.03","34.47","1,957,021.00","67,458,513.87","67,458,513.87","Communication","2303581","US25470M1099","NASDAQ"
"KIM","KIMCO REALTY REIT CORP","Equity","0.03","20.40","3,289,905.00","67,114,062.00","67,114,062.00","Real Estate","2491594","US49446R1095","New York Stock Exchange Inc."
"ALK","ALASKA AIR GROUP INC","Equity","0.03","69.00","950,179.00","65,562,351.00","65,562,351.00","Industrials","2012605","US0116591092","New York Stock Exchange Inc."
"FTI","TECHNIPFMC PLC","Equity","0.03","19.95","3,250,265.00","64,842,786.75","64,842,786.75","Energy","BDSFG98","GB00BDSFG982","New York Stock Exchange Inc."
"JNPR","JUNIPER NETWORKS INC","Equity","0.03","24.11","2,659,996.00","64,132,503.56","64,132,503.56","Information Technology","2431846","US48203R1041","New York Stock Exchange Inc."
"APA","APACHE CORP","Equity","0.03","22.07","2,886,403.00","63,702,914.21","63,702,914.21","Energy","2043962","US0374111054","New York Stock Exchange Inc."
"FFIV","F5 NETWORKS INC","Equity","0.03","138.70","457,971.00","63,520,577.70","63,520,577.70","Information Technology","2427599","US3156161024","NASDAQ"
"MHK","MOHAWK INDUSTRIES INC","Equity","0.03","137.35","456,327.00","62,676,513.45","62,676,513.45","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"AIZ","ASSURANT INC","Equity","0.03","130.42","475,248.00","61,981,844.16","61,981,844.16","Financials","2331430","US04621X1081","New York Stock Exchange Inc."
"CPB","CAMPBELL SOUP","Equity","0.03","47.96","1,292,122.00","61,970,171.12","61,970,171.12","Consumer Staples","2162845","US1344291091","New York Stock Exchange Inc."
"ABMD","ABIOMED INC","Equity","0.03","176.31","348,463.00","61,437,511.53","61,437,511.53","Health Care","2003698","US0036541003","NASDAQ"
"KSS","KOHLS CORP","Equity","0.03","49.79","1,231,849.00","61,333,761.71","61,333,761.71","Consumer Discretionary","2496113","US5002551043","New York Stock Exchange Inc."
"HFC","HOLLYFRONTIER CORP","Equity","0.03","51.54","1,171,697.00","60,389,263.38","60,389,263.38","Energy","B5VX1H6","US4361061082","New York Stock Exchange Inc."
"PNR","PENTAIR","Equity","0.03","45.92","1,284,860.00","59,000,771.20","59,000,771.20","Industrials","BLS09M3","IE00BLS09M33","New York Stock Exchange Inc."
"PVH","PVH CORP","Equity","0.03","104.50","562,557.00","58,787,206.50","58,787,206.50","Consumer Discretionary","B3V9F12","US6936561009","New York Stock Exchange Inc."
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.03","51.37","1,126,840.00","57,885,770.80","57,885,770.80","Real Estate","BJLNBG3","US03748R7540","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.03","16.86","3,419,316.00","57,649,667.76","57,649,667.76","Financials","B1W41J2","US7127041058","NASDAQ"
"SLG","SL GREEN REALTY REIT CORP","Equity","0.03","88.40","641,866.00","56,740,954.40","56,740,954.40","Real Estate","2096847","US78440X1019","New York Stock Exchange Inc."
"BEN","FRANKLIN RESOURCES INC","Equity","0.03","26.17","2,162,503.00","56,592,703.51","56,592,703.51","Financials","2350684","US3546131018","New York Stock Exchange Inc."
"RHI","ROBERT HALF","Equity","0.03","61.88","911,907.00","56,428,805.16","56,428,805.16","Industrials","2110703","US7703231032","New York Stock Exchange Inc."
"PRGO","PERRIGO PLC","Equity","0.03","53.97","1,042,321.00","56,254,064.37","56,254,064.37","Health Care","BGH1M56","IE00BGH1M568","New York Stock Exchange Inc."
"FLIR","FLIR SYSTEMS INC","Equity","0.03","52.68","1,057,334.00","55,700,355.12","55,700,355.12","Information Technology","2344717","US3024451011","NASDAQ"
"TPR","TAPESTRY INC","Equity","0.03","25.48","2,171,234.00","55,323,042.32","55,323,042.32","Consumer Discretionary","BF09HX3","US8760301072","New York Stock Exchange Inc."
"NLSN","NIELSEN HOLDINGS PLC","Equity","0.03","19.98","2,737,699.00","54,699,226.02","54,699,226.02","Industrials","BWFY550","GB00BWFY5505","New York Stock Exchange Inc."
"NWL","NEWELL BRANDS INC","Equity","0.03","18.41","2,933,800.00","54,011,258.00","54,011,258.00","Consumer Discretionary","2635701","US6512291062","NASDAQ"
"COG","CABOT OIL & GAS CORP","Equity","0.03","16.89","3,190,044.00","53,879,843.16","53,879,843.16","Energy","2162340","US1270971039","New York Stock Exchange Inc."
"XRX","XEROX HOLDINGS CORP","Equity","0.03","36.81","1,458,143.00","53,674,243.83","53,674,243.83","Information Technology","BJJD5G3","US98421M1062","New York Stock Exchange Inc."
"ALB","ALBEMARLE CORP","Equity","0.03","66.20","810,354.00","53,645,434.80","53,645,434.80","Materials","2046853","US0126531013","New York Stock Exchange Inc."
"MOS","MOSAIC","Equity","0.03","19.48","2,720,892.00","53,002,976.16","53,002,976.16","Materials","B3NPHP6","US61945C1036","New York Stock Exchange Inc."
"IVZ","INVESCO LTD","Equity","0.03","17.90","2,948,562.00","52,779,259.80","52,779,259.80","Financials","B28XP76","BMG491BT1088","New York Stock Exchange Inc."
"LEG","LEGGETT & PLATT INC","Equity","0.03","51.18","997,189.00","51,036,133.02","51,036,133.02","Consumer Discretionary","2510682","US5246601075","New York Stock Exchange Inc."
"DVA","DAVITA INC","Equity","0.02","72.48","699,972.00","50,733,970.56","50,733,970.56","Health Care","2898087","US23918K1088","New York Stock Exchange Inc."
"AOS","A O SMITH CORP","Equity","0.02","46.19","1,062,347.00","49,069,807.93","49,069,807.93","Industrials","2816023","US8318652091","New York Stock Exchange Inc."
"FLS","FLOWSERVE CORP","Equity","0.02","48.37","1,008,925.00","48,801,702.25","48,801,702.25","Industrials","2288406","US34354P1057","New York Stock Exchange Inc."
"UNM","UNUM","Equity","0.02","30.39","1,597,089.00","48,535,534.71","48,535,534.71","Financials","2433842","US91529Y1064","New York Stock Exchange Inc."
"RL","RALPH LAUREN CORP CLASS A","Equity","0.02","117.71","402,732.00","47,405,583.72","47,405,583.72","Consumer Discretionary","B4V9661","US7512121010","New York Stock Exchange Inc."
"SEE","SEALED AIR CORP","Equity","0.02","38.59","1,166,317.00","45,008,173.03","45,008,173.03","Materials","2232793","US81211K1007","New York Stock Exchange Inc."
"FOX","FOX CORP CLASS B","Equity","0.02","35.89","1,253,521.00","44,988,868.69","44,988,868.69","Communication","BJJMGY5","US35137L2043","NASDAQ"
"CPRI","CAPRI HOLDINGS LTD","Equity","0.02","38.10","1,169,902.00","44,573,266.20","44,573,266.20","Consumer Discretionary","BJ1N1M9","VGG1890L1076","New York Stock Exchange Inc."
"HOG","HARLEY DAVIDSON INC","Equity","0.02","36.91","1,184,699.00","43,727,240.09","43,727,240.09","Consumer Discretionary","2411053","US4128221086","New York Stock Exchange Inc."
"PWR","QUANTA SERVICES INC","Equity","0.02","40.67","1,070,908.00","43,553,828.36","43,553,828.36","Industrials","2150204","US74762E1029","New York Stock Exchange Inc."
"HBI","HANESBRANDS INC","Equity","0.02","14.86","2,719,698.00","40,414,712.28","40,414,712.28","Consumer Discretionary","B1BJSL9","US4103451021","New York Stock Exchange Inc."
"NWSA","NEWS CORP CLASS A","Equity","0.02","13.73","2,897,664.00","39,784,926.72","39,784,926.72","Communication","BBGVT40","US65249B1098","NASDAQ"
"IPGP","IPG PHOTONICS CORP","Equity","0.02","145.78","269,178.00","39,240,768.84","39,240,768.84","Information Technology","2698782","US44980X1090","NASDAQ"
"DISCA","DISCOVERY INC SERIES A","Equity","0.02","32.35","1,197,634.00","38,743,459.90","38,743,459.90","Communication","B3D7K31","US25470F1049","NASDAQ"
"XEC","CIMAREX ENERGY","Equity","0.02","48.84","781,602.00","38,173,441.68","38,173,441.68","Energy","2987521","US1717981013","New York Stock Exchange Inc."
"M","MACYS INC","Equity","0.02","15.63","2,359,872.00","36,884,799.36","36,884,799.36","Consumer Discretionary","2345022","US55616P1049","New York Stock Exchange Inc."
"ROL","ROLLINS INC","Equity","0.02","32.97","1,111,674.00","36,651,891.78","36,651,891.78","Industrials","2747305","US7757111049","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.02","23.34","1,556,184.00","36,321,334.56","36,321,334.56","Consumer Discretionary","2105505","US0936711052","New York Stock Exchange Inc."
"HP","HELMERICH & PAYNE INC","Equity","0.02","42.41","843,392.00","35,768,254.72","35,768,254.72","Energy","2420101","US4234521015","New York Stock Exchange Inc."
"ADS","ALLIANCE DATA SYSTEMS CORP","Equity","0.02","109.00","319,543.00","34,830,187.00","34,830,187.00","Information Technology","2762030","US0185811082","New York Stock Exchange Inc."
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.02","86.10","384,487.00","33,104,330.70","33,104,330.70","Financials","2127899","US0082521081","New York Stock Exchange Inc."
"JWN","NORDSTROM INC","Equity","0.02","38.86","823,831.00","32,014,072.66","32,014,072.66","Consumer Discretionary","2641827","US6556641008","New York Stock Exchange Inc."
"LB","L BRANDS INC","Equity","0.02","17.88","1,762,325.00","31,510,371.00","31,510,371.00","Consumer Discretionary","B9M2WX3","US5017971046","New York Stock Exchange Inc."
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.01","20.43","1,397,732.00","28,555,664.76","28,555,664.76","Consumer Discretionary","B0PZN11","US9043111072","New York Stock Exchange Inc."
"GPS","GAP INC","Equity","0.01","17.05","1,651,891.00","28,164,741.55","28,164,741.55","Consumer Discretionary","2360326","US3647601083","New York Stock Exchange Inc."
"UA","UNDER ARMOUR INC CLASS C","Equity","0.01","18.59","1,437,607.00","26,725,114.13","26,725,114.13","Consumer Discretionary","BDF9YM2","US9043112062","New York Stock Exchange Inc."
"COTY","COTY INC CLASS A","Equity","0.01","11.01","2,290,863.00","25,222,401.63","25,222,401.63","Consumer Staples","BBBSMJ2","US2220702037","New York Stock Exchange Inc."
"TRIP","TRIPADVISOR INC","Equity","0.01","29.47","805,312.00","23,732,544.64","23,732,544.64","Communication","B6ZC3N6","US8969452015","NASDAQ"
"MAC","MACERICH REIT","Equity","0.01","26.20","840,061.00","22,009,598.20","22,009,598.20","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"NWS","NEWS CORP CLASS B","Equity","0.01","14.09","990,813.00","13,960,555.17","13,960,555.17","Communication","BBGVT51","US65249B2088","NASDAQ"
