Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"RMBS","RAMBUS INC","Equity","0.19","13.41","6,887,658.00","92,363,493.78","92,363,493.78","Information Technology","2721967","US7509171069","NASDAQ"
"OPI","OFFICE PROPERTIES INCOME TRUST","Equity","0.19","30.96","2,976,658.00","92,157,331.68","92,157,331.68","Real Estate","BYVLR75","US67623C1099","NASDAQ"
"AIR","AAR CORP","Equity","0.19","44.97","2,044,964.00","91,962,031.08","91,962,031.08","Industrials","2001119","US0003611052","New York Stock Exchange Inc."
"TSE","TRINSEO","Equity","0.19","37.05","2,480,803.00","91,913,751.15","91,913,751.15","Materials","BN65SJ4","LU1057788488","New York Stock Exchange Inc."
"EGOV","NIC INC","Equity","0.19","22.06","4,165,685.00","91,895,011.10","91,895,011.10","Information Technology","2438126","US62914B1008","NASDAQ"
"MEI","METHODE ELECTRONICS INC","Equity","0.19","39.95","2,299,580.00","91,868,221.00","91,868,221.00","Information Technology","2583297","US5915202007","New York Stock Exchange Inc."
"THRM","GENTHERM INC","Equity","0.19","44.58","2,043,589.00","91,103,197.62","91,103,197.62","Consumer Discretionary","B8JFD24","US37253A1034","NASDAQ"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Equity","0.19","115.87","783,754.00","90,813,575.98","90,813,575.98","Real Estate","2927497","US91359E1055","New York Stock Exchange Inc."
"KRG","KITE REALTY GROUP TRUST REIT","Equity","0.19","18.14","4,991,491.00","90,545,646.74","90,545,646.74","Real Estate","BPBSZJ1","US49803T3005","New York Stock Exchange Inc."
"EPAC","ACTUANT CORP CLASS A","Equity","0.19","26.67","3,391,700.00","90,456,639.00","90,456,639.00","Industrials","2716792","US00508X2036","New York Stock Exchange Inc."
"PDCE","PDC ENERGY INC","Equity","0.19","24.70","3,653,499.00","90,241,425.30","90,241,425.30","Energy","B89M5F2","US69327R1014","NASDAQ"
"LGIH","LGI HOMES INC","Equity","0.19","72.82","1,236,669.00","90,054,236.58","90,054,236.58","Consumer Discretionary","BG3G1B4","US50187T1060","NASDAQ"
"SYKE","SYKES ENTERPRISES INC","Equity","0.19","37.40","2,399,653.00","89,747,022.20","89,747,022.20","Information Technology","2860536","US8712371033","NASDAQ"
"TTMI","TTM TECHNOLOGIES INC","Equity","0.19","14.76","6,079,462.00","89,732,859.12","89,732,859.12","Information Technology","2635659","US87305R1095","NASDAQ"
"LZB","LA-Z-BOY INC","Equity","0.19","31.02","2,892,278.00","89,718,463.56","89,718,463.56","Consumer Discretionary","2508405","US5053361078","New York Stock Exchange Inc."
"SNBR","SLEEP NUMBER CORP","Equity","0.19","49.18","1,817,714.00","89,395,174.52","89,395,174.52","Consumer Discretionary","BF4HN46","US83125X1037","NASDAQ"
"BHLB","BERKSHIRE HILLS BANCORP INC","Equity","0.19","32.85","2,715,287.00","89,197,177.95","89,197,177.95","Financials","2606570","US0846801076","New York Stock Exchange Inc."
"PRFT","PERFICIENT INC","Equity","0.19","43.68","2,036,793.00","88,967,118.24","88,967,118.24","Information Technology","2442547","US71375U1016","NASDAQ"
"BCC","BOISE CASCADE","Equity","0.19","36.67","2,414,800.00","88,550,716.00","88,550,716.00","Materials","B9BP4R1","US09739D1000","New York Stock Exchange Inc."
"TNC","TENNANT","Equity","0.19","78.46","1,128,042.00","88,506,175.32","88,506,175.32","Industrials","2883641","US8803451033","New York Stock Exchange Inc."
"CVGW","CALAVO GROWERS INC","Equity","0.19","87.18","1,013,846.00","88,387,094.28","88,387,094.28","Consumer Staples","2859200","US1282461052","NASDAQ"
"ECOL","US ECOLOGY INC","Equity","0.19","56.07","1,576,104.00","88,372,151.28","88,372,151.28","Industrials","BK4N2K8","US91734M1036","NASDAQ"
"VGR","VECTOR GROUP LTD","Equity","0.19","12.34","7,149,173.00","88,220,794.82","88,220,794.82","Consumer Staples","2515803","US92240M1080","New York Stock Exchange Inc."
"HA","HAWAIIAN HOLDINGS INC","Equity","0.18","29.84","2,931,041.00","87,462,263.44","87,462,263.44","Industrials","2408044","US4198791018","NASDAQ"
"DIN","DINE BRANDS GLOBAL INC","Equity","0.18","81.48","1,064,535.00","86,738,311.80","86,738,311.80","Consumer Discretionary","2456957","US2544231069","New York Stock Exchange Inc."
"OII","OCEANEERING INTERNATIONAL INC","Equity","0.18","14.31","6,057,745.00","86,686,330.95","86,686,330.95","Energy","2655583","US6752321025","New York Stock Exchange Inc."
"ODP","OFFICE DEPOT INC","Equity","0.18","2.55","33,906,237.00","86,460,904.35","86,460,904.35","Consumer Discretionary","2655981","US6762201068","NASDAQ"
"GIII","G III APPAREL GROUP LTD","Equity","0.18","32.43","2,664,387.00","86,406,070.41","86,406,070.41","Consumer Discretionary","2369721","US36237H1014","NASDAQ"
"UVV","UNIVERSAL CORP","Equity","0.18","55.84","1,547,188.00","86,394,977.92","86,394,977.92","Consumer Staples","2923804","US9134561094","New York Stock Exchange Inc."
"SAFT","SAFETY INSURANCE GROUP INC","Equity","0.18","95.88","893,237.00","85,643,563.56","85,643,563.56","Financials","2958538","US78648T1007","NASDAQ"
"RCII","RENT-A-CENTER INC","Equity","0.18","28.17","3,030,680.00","85,374,255.60","85,374,255.60","Consumer Discretionary","2733092","US76009N1000","NASDAQ"
"SWM","SCHWEITZER MAUDUIT INTERNATIONAL I","Equity","0.18","44.54","1,915,059.00","85,296,727.86","85,296,727.86","Materials","2782038","US8085411069","New York Stock Exchange Inc."
"RGNX","REGENXBIO INC","Equity","0.18","44.00","1,938,608.00","85,298,752.00","85,298,752.00","Health Care","BZ0G875","US75901B1070","NASDAQ"
"STBA","S AND T BANCORP INC","Equity","0.18","39.27","2,171,925.00","85,291,494.75","85,291,494.75","Financials","2781109","US7838591011","NASDAQ"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Equity","0.18","14.72","5,779,417.00","85,073,018.24","85,073,018.24","Financials","2351546","US3198291078","New York Stock Exchange Inc."
"NPO","ENPRO INDUSTRIES INC","Equity","0.18","66.55","1,277,033.00","84,986,546.15","84,986,546.15","Industrials","2951292","US29355X1072","New York Stock Exchange Inc."
"MXL","MAXLINEAR INC","Equity","0.18","20.99","4,041,726.00","84,835,828.74","84,835,828.74","Information Technology","B3RDWC8","US57776J1007","New York Stock Exchange Inc."
"VVI","VIAD CORP","Equity","0.18","67.31","1,259,005.00","84,743,626.55","84,743,626.55","Industrials","B01KGF5","US92552R4065","New York Stock Exchange Inc."
"VBTX","VERITEX HOLDINGS INC","Equity","0.18","28.06","3,013,157.00","84,549,185.42","84,549,185.42","Financials","BRCYYB7","US9234511080","NASDAQ"
"IRBT","IROBOT CORP","Equity","0.18","48.99","1,724,133.00","84,465,275.67","84,465,275.67","Consumer Discretionary","B0J2NS5","US4627261005","NASDAQ"
"AVAV","AEROVIRONMENT INC","Equity","0.18","62.67","1,339,052.00","83,918,388.84","83,918,388.84","Industrials","B1P5YY8","US0080731088","NASDAQ"
"VG","VONAGE HOLDINGS CORP","Equity","0.18","7.38","11,369,227.00","83,904,895.26","83,904,895.26","Communication","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"TGI","TRIUMPH GROUP INC","Equity","0.18","27.03","3,103,832.00","83,896,578.96","83,896,578.96","Industrials","2893071","US8968181011","New York Stock Exchange Inc."
"VRTU","VIRTUSA CORP","Equity","0.18","44.41","1,876,126.00","83,328,136.29","83,328,136.29","Information Technology","B1YWRN0","US92827P1021","NASDAQ"
"CALM","CAL MAINE FOODS INC","Equity","0.17","43.45","1,879,640.00","81,670,358.00","81,670,358.00","Consumer Staples","2158781","US1280302027","NASDAQ"
"BHE","BENCHMARK ELECTRONICS INC","Equity","0.17","34.98","2,331,960.00","81,571,960.80","81,571,960.80","Information Technology","2090816","US08160H1014","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.17","80.58","1,010,540.00","81,429,313.20","81,429,313.20","Consumer Discretionary","B013D75","US8528572006","NASDAQ"
"FBC","FLAGSTAR BANCORP INC","Equity","0.17","37.97","2,135,422.00","81,081,973.34","81,081,973.34","Financials","B7SVZ97","US3379307057","New York Stock Exchange Inc."
"CORT","CORCEPT THERAPEUTICS INC","Equity","0.17","12.75","6,343,942.00","80,885,260.50","80,885,260.50","Health Care","B00SCY1","US2183521028","NASDAQ"
"CHCO","CITY HOLDING","Equity","0.17","81.85","986,542.00","80,748,462.70","80,748,462.70","Financials","2161778","US1778351056","NASDAQ"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","Equity","0.17","9.16","8,770,943.00","80,341,837.88","80,341,837.88","Energy","2037062","US42330P1075","New York Stock Exchange Inc."
"CVET","COVETRUS INC","Equity","0.17","13.28","6,036,530.00","80,165,118.40","80,165,118.40","Health Care","BHZSB82","US22304C1009","NASDAQ"
"OXM","OXFORD INDUSTRIES INC","Equity","0.17","75.84","1,056,170.00","80,099,932.80","80,099,932.80","Consumer Discretionary","2665300","US6914973093","New York Stock Exchange Inc."
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Equity","0.17","68.07","1,176,293.00","80,070,264.51","80,070,264.51","Health Care","BZB1XF2","US87357P1003","NASDAQ"
"INGN","INOGEN INC","Equity","0.17","70.86","1,126,734.00","79,840,371.24","79,840,371.24","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"COKE","COCA COLA CONSOLIDATED INC","Equity","0.17","275.50","288,121.00","79,377,335.50","79,377,335.50","Consumer Staples","2206721","US1910981026","NASDAQ"
"IRT","INDEPENDENCE REALTY INC TRUST","Equity","0.17","14.04","5,599,190.00","78,612,627.60","78,612,627.60","Real Estate","BCRYTK1","US45378A1060","New York Stock Exchange Inc."
"BRKL","BROOKLINE BANCORP INC","Equity","0.16","16.55","4,745,115.00","78,507,927.68","78,507,927.68","Financials","2967675","US11373M1071","NASDAQ"
"EIG","EMPLOYERS HOLDINGS INC","Equity","0.16","43.50","1,802,562.00","78,411,447.00","78,411,447.00","Financials","B1Q1RR9","US2922181043","New York Stock Exchange Inc."
"FG","FGL INC","Equity","0.16","9.59","8,171,523.00","78,364,905.57","78,364,905.57","Financials","BD063H6","KYG3402M1024","New York Stock Exchange Inc."
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Equity","0.16","38.64","2,021,736.00","78,119,879.04","78,119,879.04","Communication","2676692","US82312B1061","NASDAQ"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Equity","0.16","11.96","6,521,030.00","77,991,518.80","77,991,518.80","Real Estate","B3M7R64","US8660821005","New York Stock Exchange Inc."
"IPAR","INTER PARFUMS INC","Equity","0.16","71.42","1,091,294.00","77,940,217.48","77,940,217.48","Consumer Staples","2473150","US4583341098","NASDAQ"
"RLGY","REALOGY HOLDINGS CORP","Equity","0.16","10.95","7,089,813.00","77,633,452.35","77,633,452.35","Real Estate","B5T0CW1","US75605Y1064","New York Stock Exchange Inc."
"JRVR","JAMES RIVER GROUP HOLDINGS LTD","Equity","0.16","41.88","1,841,142.00","77,116,232.67","77,116,232.67","Financials","BT8RWQ5","BMG5005R1079","NASDAQ"
"CECO","CAREER EDUCATION CORP","Equity","0.16","17.72","4,347,297.00","77,034,102.84","77,034,102.84","Consumer Discretionary","2143646","US1416651099","NASDAQ"
"AMSF","AMERISAFE INC","Equity","0.16","66.99","1,149,662.00","77,015,857.38","77,015,857.38","Financials","B0PPHS6","US03071H1005","NASDAQ"
"RAVN","RAVEN INDUSTRIES INC","Equity","0.16","34.19","2,232,493.00","76,328,935.67","76,328,935.67","Industrials","2725851","US7542121089","NASDAQ"
"BCOR","BLUCORA INC","Equity","0.16","24.95","3,030,909.00","75,621,179.55","75,621,179.55","Financials","B8L2DV2","US0952291005","NASDAQ"
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.16","16.66","4,532,910.00","75,518,280.60","75,518,280.60","Financials","2156503","US9300591008","New York Stock Exchange Inc."
"ADUS","ADDUS HOMECARE CORP","Equity","0.16","92.32","816,332.00","75,363,770.24","75,363,770.24","Health Care","B55BN47","US0067391062","NASDAQ"
"FOE","FERRO CORP","Equity","0.16","14.78","5,083,527.00","75,134,529.06","75,134,529.06","Materials","2335001","US3154051003","New York Stock Exchange Inc."
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.16","39.26","1,911,738.00","75,054,833.88","75,054,833.88","Consumer Discretionary","B8SW166","US2383371091","NASDAQ"
"MTRN","MATERION CORP","Equity","0.16","59.29","1,265,454.00","75,028,767.66","75,028,767.66","Materials","2149622","US5766901012","New York Stock Exchange Inc."
"NP","NEENAH INC","Equity","0.16","71.59","1,045,619.00","74,855,864.21","74,855,864.21","Materials","B03W0P7","US6400791090","New York Stock Exchange Inc."
"LTHM","LIVENT CORP","Equity","0.16","8.31","8,999,050.00","74,782,105.50","74,782,105.50","Materials","BD9PM00","US53814L1089","New York Stock Exchange Inc."
"GCP","GCP APPLIED TECHNOLOGIES INC","Equity","0.16","22.26","3,357,325.00","74,734,054.50","74,734,054.50","Materials","BYW8TV3","US36164Y1010","New York Stock Exchange Inc."
"AROC","ARCHROCK INC","Equity","0.16","9.38","7,956,724.00","74,634,071.12","74,634,071.12","Energy","BYRGSX7","US03957W1062","New York Stock Exchange Inc."
"CASH","META FINANCIAL GROUP INC","Equity","0.16","34.47","2,164,632.00","74,614,865.04","74,614,865.04","Financials","2420316","US59100U1088","NASDAQ"
"WIRE","ENCORE WIRE CORP","Equity","0.16","57.40","1,298,949.00","74,559,672.60","74,559,672.60","Industrials","2273446","US2925621052","NASDAQ"
"MSTR","MICROSTRATEGY INC CLASS A","Equity","0.16","146.53","508,668.00","74,535,122.04","74,535,122.04","Information Technology","2974329","US5949724083","NASDAQ"
"CORE","CORE MARK HOLDING INC","Equity","0.16","25.96","2,865,623.00","74,391,573.08","74,391,573.08","Consumer Discretionary","B0637B2","US2186811046","NASDAQ"
"SCHL","SCHOLASTIC CORP","Equity","0.16","38.82","1,913,297.00","74,274,189.54","74,274,189.54","Communication","2779234","US8070661058","NASDAQ"
"AZZ","AZZ INC","Equity","0.16","45.69","1,624,762.00","74,235,375.78","74,235,375.78","Industrials","2067672","US0024741045","New York Stock Exchange Inc."
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.16","22.82","3,250,698.00","74,180,928.36","74,180,928.36","Health Care","B72ZBG4","US8684591089","NASDAQ"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Equity","0.16","10.67","6,950,369.00","74,160,437.23","74,160,437.23","Consumer Discretionary","2382416","US0240611030","New York Stock Exchange Inc."
"MHO","M I HOMES INC","Equity","0.15","42.96","1,715,030.00","73,677,688.80","73,677,688.80","Consumer Discretionary","2549385","US55305B1017","New York Stock Exchange Inc."
"BOOT","BOOT BARN HOLDINGS INC","Equity","0.15","41.47","1,767,711.00","73,306,975.17","73,306,975.17","Consumer Discretionary","BRS6600","US0994061002","New York Stock Exchange Inc."
"VREX","VAREX IMAGING CORP","Equity","0.15","30.72","2,380,984.00","73,143,828.48","73,143,828.48","Health Care","BDQYWV1","US92214X1063","NASDAQ"
"SBSI","SOUTHSIDE BANCSHARES INC","Equity","0.15","36.84","1,975,074.00","72,761,726.16","72,761,726.16","Financials","2485876","US84470P1093","NASDAQ"
"RPT","RPT REALTY","Equity","0.15","14.57","4,985,412.00","72,637,452.84","72,637,452.84","Real Estate","BG0YLC2","US74971D1019","New York Stock Exchange Inc."
"PJC","PIPER JAFFRAY","Equity","0.15","81.29","880,837.00","71,603,239.73","71,603,239.73","Financials","2227089","US7240781002","New York Stock Exchange Inc."
"ALG","ALAMO GROUP INC","Equity","0.15","119.04","601,402.00","71,590,894.08","71,590,894.08","Industrials","2021634","US0113111076","New York Stock Exchange Inc."
"GMS","GMS INC","Equity","0.15","27.72","2,580,258.00","71,524,751.76","71,524,751.76","Industrials","BYY9FS3","US36251C1036","New York Stock Exchange Inc."
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Equity","0.15","36.58","1,954,070.00","71,479,880.60","71,479,880.60","Industrials","2568090","US5771281012","NASDAQ"
"OFG","OFG BANCORP","Equity","0.15","23.05","3,097,350.00","71,393,917.50","71,393,917.50","Financials","B87LKR8","PR67103X1020","New York Stock Exchange Inc."
"CENTA","CENTRAL GARDEN AND PET CLASS A","Equity","0.15","27.60","2,567,608.00","70,865,980.80","70,865,980.80","Consumer Staples","B1P36Y6","US1535272058","NASDAQ"
"PATK","PATRICK INDUSTRIES INC","Equity","0.15","50.83","1,392,733.00","70,792,618.39","70,792,618.39","Industrials","2673154","US7033431039","NASDAQ"
"BGS","B AND G FOODS INC","Equity","0.15","17.23","4,058,561.00","69,929,006.03","69,929,006.03","Consumer Staples","B034L49","US05508R1068","New York Stock Exchange Inc."
"GTY","GETTY REALTY REIT CORP","Equity","0.15","32.79","2,126,865.00","69,739,903.35","69,739,903.35","Real Estate","2698146","US3742971092","New York Stock Exchange Inc."
"TMP","TOMPKINS FINANCIAL CORP","Equity","0.15","90.43","769,371.00","69,574,219.53","69,574,219.53","Financials","2888613","US8901101092","Nyse Mkt Llc"
"PLUS","EPLUS","Equity","0.15","83.00","838,200.00","69,570,600.00","69,570,600.00","Information Technology","2597748","US2942681071","NASDAQ"
"MED","MEDIFAST INC","Equity","0.14","94.36","721,597.00","68,089,892.92","68,089,892.92","Consumer Staples","2934033","US58470H1014","New York Stock Exchange Inc."
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Equity","0.14","36.85","1,814,495.00","66,864,140.75","66,864,140.75","Financials","B888DV3","US6337071046","New York Stock Exchange Inc."
"ANF","ABERCROMBIE AND FITCH CLASS A","Equity","0.14","16.81","3,924,460.00","65,970,172.60","65,970,172.60","Consumer Discretionary","2004185","US0028962076","New York Stock Exchange Inc."
"APOG","APOGEE ENTERPRISES INC","Equity","0.14","39.91","1,651,479.00","65,910,526.89","65,910,526.89","Industrials","2046176","US0375981091","NASDAQ"
"NTUS","NATUS MEDICAL INC","Equity","0.14","30.98","2,116,093.00","65,556,561.14","65,556,561.14","Health Care","2771133","US6390501038","NASDAQ"
"SMP","STANDARD MOTOR PRODUCTS INC","Equity","0.14","52.41","1,248,294.00","65,423,088.54","65,423,088.54","Consumer Discretionary","2838306","US8536661056","New York Stock Exchange Inc."
"BIG","BIG LOTS INC","Equity","0.14","26.95","2,425,168.00","65,358,277.60","65,358,277.60","Consumer Discretionary","2218447","US0893021032","New York Stock Exchange Inc."
"AKS","AK STEEL HOLDING CORP","Equity","0.14","3.30","19,665,633.00","64,896,588.90","64,896,588.90","Materials","2067735","US0015471081","New York Stock Exchange Inc."
"FDP","FRESH DEL MONTE PRODUCE INC","Equity","0.14","34.16","1,893,085.00","64,667,783.60","64,667,783.60","Consumer Staples","2118707","KYG367381053","New York Stock Exchange Inc."
"XPER","XPERI CORP","Equity","0.14","21.09","3,061,900.00","64,575,471.00","64,575,471.00","Information Technology","BYXQNK3","US98421B1008","NASDAQ"
"VAL","VALARIS PLC CLASS A","Equity","0.13","5.33","12,055,369.00","64,255,116.77","64,255,116.77","Energy","BJVJZD6","GB00BJVJZD68","New York Stock Exchange Inc."
"SIG","SIGNET JEWELERS LTD","Equity","0.13","19.80","3,238,671.00","64,125,685.80","64,125,685.80","Consumer Discretionary","B3CTNK6","BMG812761002","New York Stock Exchange Inc."
"ARR","ARMOUR RESIDENTIAL REIT INC","Equity","0.13","17.34","3,693,640.00","64,047,717.60","64,047,717.60","Financials","BYRYKS0","US0423155078","New York Stock Exchange Inc."
"OIS","OIL STATES INTERNATIONAL INC","Equity","0.13","16.87","3,789,058.00","63,921,408.46","63,921,408.46","Energy","2724472","US6780261052","New York Stock Exchange Inc."
"DDD","3D SYSTEMS CORP","Equity","0.13","8.78","7,278,800.00","63,907,864.00","63,907,864.00","Information Technology","2889768","US88554D2053","New York Stock Exchange Inc."
"SM","SM ENERGY","Equity","0.13","9.78","6,490,688.00","63,478,928.64","63,478,928.64","Energy","2764188","US78454L1008","New York Stock Exchange Inc."
"ENTA","ENANTA PHARMACEUTICALS INC","Equity","0.13","63.88","990,399.00","63,266,688.12","63,266,688.12","Health Care","B9L5200","US29251M1062","NASDAQ"
"LNN","LINDSAY CORP","Equity","0.13","94.15","670,332.00","63,111,757.80","63,111,757.80","Industrials","2516613","US5355551061","New York Stock Exchange Inc."
"ECPG","ENCORE CAPITAL GROUP INC","Equity","0.13","36.73","1,716,956.00","63,063,793.88","63,063,793.88","Financials","2443078","US2925541029","NASDAQ"
"PLAB","PHOTRONICS INC","Equity","0.13","15.60","4,022,740.00","62,754,744.00","62,754,744.00","Information Technology","2687315","US7194051022","NASDAQ"
"SXI","STANDEX INTERNATIONAL CORP","Equity","0.13","80.24","780,237.00","62,606,216.88","62,606,216.88","Industrials","2840174","US8542311076","New York Stock Exchange Inc."
"MLAB","MESA LABORATORIES INC","Equity","0.13","251.06","249,217.00","62,568,420.02","62,568,420.02","Health Care","2553814","US59064R1095","NASDAQ"
"GBX","GREENBRIER INC","Equity","0.13","30.90","2,020,962.00","62,447,725.80","62,447,725.80","Industrials","2387530","US3936571013","New York Stock Exchange Inc."
"GPMT","GRANITE POINT MORTGAGE TRUST INC","Equity","0.13","18.30","3,406,724.00","62,343,049.20","62,343,049.20","Financials","BF11FD4","US38741L1070","New York Stock Exchange Inc."
"USNA","USANA HEALTH SCIENCES INC","Equity","0.13","77.55","802,586.00","62,240,544.30","62,240,544.30","Consumer Staples","2267698","US90328M1071","New York Stock Exchange Inc."
"SPPI","SPECTRUM PHARMACEUTICALS INC","Equity","0.13","8.86","7,007,349.00","62,085,112.14","62,085,112.14","Health Care","2982924","US84763A1088","NASDAQ"
"CPE","CALLON PETROLEUM","Equity","0.13","4.40","14,096,066.00","62,022,690.40","62,022,690.40","Energy","2186072","US13123X1028","New York Stock Exchange Inc."
"TILE","INTERFACE INC","Equity","0.13","17.03","3,630,477.00","61,827,023.31","61,827,023.31","Industrials","B86V808","US4586653044","NASDAQ"
"HTLD","HEARTLAND EXPRESS INC","Equity","0.13","21.02","2,923,278.00","61,447,303.56","61,447,303.56","Industrials","2414018","US4223471040","NASDAQ"
"CRY","CRYOLIFE INC","Equity","0.13","26.06","2,347,846.00","61,184,866.76","61,184,866.76","Health Care","2239017","US2289031005","New York Stock Exchange Inc."
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","Equity","0.13","18.55","3,293,140.00","61,087,747.00","61,087,747.00","Real Estate","B96FTB5","US04208T1088","New York Stock Exchange Inc."
"HNGR","HANGER INC","Equity","0.13","26.36","2,313,168.00","60,975,108.48","60,975,108.48","Health Care","2796653","US41043F2083","New York Stock Exchange Inc."
"SCSC","SCANSOURCE INC","Equity","0.13","38.53","1,572,699.00","60,596,092.47","60,596,092.47","Information Technology","2767756","US8060371072","NASDAQ"
"BPFH","BOSTON PRIVATE FINANCIAL HOLDINGS","Equity","0.13","11.99","5,025,693.00","60,258,059.07","60,258,059.07","Financials","2081133","US1011191053","NASDAQ"
"HFWA","HERITAGE FINANCIAL CORP","Equity","0.13","27.93","2,155,116.00","60,192,389.88","60,192,389.88","Financials","2619880","US42722X1063","NASDAQ"
"STC","STEWART INFO SERVICES CORP","Equity","0.13","42.29","1,414,272.00","59,809,562.88","59,809,562.88","Financials","2848736","US8603721015","New York Stock Exchange Inc."
"UFCS","UNITED FIRE GROUP INC","Equity","0.13","44.45","1,339,126.00","59,524,150.70","59,524,150.70","Financials","B4WXG84","US9103401082","NASDAQ"
"SRCI","SRC ENERGY INC","Equity","0.12","3.91","15,164,992.00","59,295,118.72","59,295,118.72","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"TBI","TRUEBLUE INC","Equity","0.12","23.74","2,495,560.00","59,244,594.40","59,244,594.40","Industrials","2519849","US89785X1019","New York Stock Exchange Inc."
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.12","4.71","12,488,248.00","58,819,648.08","58,819,648.08","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"CAL","CALERES INC","Equity","0.12","22.38","2,625,790.00","58,765,180.20","58,765,180.20","Consumer Discretionary","BWX4MD9","US1295001044","New York Stock Exchange Inc."
"CTS","CTS CORP","Equity","0.12","28.80","2,038,282.00","58,702,521.60","58,702,521.60","Information Technology","2239244","US1265011056","New York Stock Exchange Inc."
"CHEF","CHEFS WAREHOUSE INC","Equity","0.12","36.92","1,582,578.00","58,428,779.76","58,428,779.76","Consumer Staples","B63RTD5","US1630861011","NASDAQ"
"TIVO","TIVO CORP","Equity","0.12","7.48","7,790,121.00","58,270,105.08","58,270,105.08","Information Technology","BD8FFY6","US88870P1066","NASDAQ"
"RRC","RANGE RESOURCES CORP","Equity","0.12","4.53","12,698,177.00","57,522,741.81","57,522,741.81","Energy","2523334","US75281A1097","New York Stock Exchange Inc."
"FSP","FRANKLIN STREET PROPERTIES REIT CO","Equity","0.12","8.51","6,715,533.00","57,149,185.83","57,149,185.83","Real Estate","B02T2D1","US35471R1068","Nyse Mkt Llc"
"INVA","INNOVIVA INC","Equity","0.12","13.69","4,157,384.00","56,914,586.96","56,914,586.96","Health Care","BDDXF67","US45781M1018","NASDAQ"
"LMNX","LUMINEX CORP","Equity","0.12","21.76","2,608,053.00","56,751,233.28","56,751,233.28","Health Care","2572109","US55027E1029","NASDAQ"
"UCTT","ULTRA CLEAN HOLDINGS INC","Equity","0.12","23.00","2,461,288.00","56,597,317.56","56,597,317.56","Information Technology","B00G0F2","US90385V1070","NASDAQ"
"TBK","TRIUMPH BANCORP INC","Equity","0.12","37.96","1,488,994.00","56,522,212.24","56,522,212.24","Financials","BS7T2S7","US89679E3009","NASDAQ"
"VNDA","VANDA PHARMACEUTICALS INC","Equity","0.12","17.01","3,312,798.00","56,350,693.98","56,350,693.98","Health Care","B12W3P6","US9216591084","NASDAQ"
"PLCE","CHILDRENS PLACE INC","Equity","0.12","58.19","964,517.00","56,120,421.65","56,120,421.65","Consumer Discretionary","2106791","US1689051076","NASDAQ"
"ASTE","ASTEC INDUSTRIES INC","Equity","0.12","39.77","1,403,554.00","55,819,342.58","55,819,342.58","Industrials","2060370","US0462241011","NASDAQ"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Equity","0.12","28.62","1,945,080.00","55,668,189.60","55,668,189.60","Financials","2912374","US91359V1070","New York Stock Exchange Inc."
"CIR","CIRCOR INTERNATIONAL INC","Equity","0.12","44.79","1,239,918.00","55,535,927.22","55,535,927.22","Industrials","2496384","US17273K1097","New York Stock Exchange Inc."
"QEP","QEP RESOURCES INC","Equity","0.12","3.82","14,500,689.00","55,392,631.98","55,392,631.98","Energy","B60X657","US74733V1008","New York Stock Exchange Inc."
"FARO","FARO TECHNOLOGIES INC","Equity","0.12","50.74","1,080,245.00","54,811,631.30","54,811,631.30","Information Technology","2106661","US3116421021","NASDAQ"
"PGTI","PGT INNOVATIONS INC","Equity","0.12","15.01","3,647,366.00","54,746,963.66","54,746,963.66","Industrials","B17V2N9","US69336V1017","New York Stock Exchange Inc."
"NBR","NABORS INDUSTRIES LTD","Equity","0.11","2.62","20,688,367.00","54,203,521.54","54,203,521.54","Energy","2963372","BMG6359F1032","New York Stock Exchange Inc."
"OFIX","ORTHOFIX MEDICAL INC","Equity","0.11","45.64","1,184,152.00","54,044,697.28","54,044,697.28","Health Care","BGGJFT6","US68752M1080","NASDAQ"
"CLDT","CHATHAM LODGING TRUST REIT","Equity","0.11","18.28","2,927,515.00","53,514,974.20","53,514,974.20","Real Estate","B5LYMC1","US16208T1025","New York Stock Exchange Inc."
"GFF","GRIFFON CORP","Equity","0.11","20.13","2,656,498.00","53,475,304.74","53,475,304.74","Industrials","2463344","US3984331021","New York Stock Exchange Inc."
